author_id,total_comments,unique_videos,concentration,avg_likes,zero_like_ratio,max_burst,avg_length,unique_content_ratio,self_similarity,has_ad_keywords,url_ratio,night_ratio,interval_std,is_bot
UC-7Si9miiZ7rLx0QJGa7SJQ,4,2,2.0,0.0,1.0,3,12.75,1.0,0.0406867068601019,0,0.0,0.0,75525.79466866491,0
UC-7rmYDXTWZCoCDGqyJBm5A,1,1,1.0,0.0,1.0,1,8.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-7t4L-xP5X1wvYQI5FneIQ,1,1,1.0,4.0,0.0,1,17.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-86y0QqF1X9LMVRiTP9HEw,1,1,1.0,0.0,1.0,1,9.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-8QNq88VJvQ_lqsDxHt-IQ,1,1,1.0,0.0,1.0,1,2.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-8R57p-8oFv1ddHKRQ9htw,1,1,1.0,25.0,0.0,1,16.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-8UlUH9S7TLra8TEnvQUKA,1,1,1.0,0.0,1.0,1,32.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-8VPTFJwpKKU7sbi8UhaEw,3,3,1.0,1.0,0.6666666666666666,1,10.333333333333334,1.0,0.0,0,0.0,0.0,91357.48902252076,0
UC-8bgFG7os7nCpEJTs393ig,3,2,1.5,33.666666666666664,0.0,2,19.33333333333333,1.0,0.0649525937904048,0,0.0,0.6666666666666666,213908.9936970861,0
UC-8fuzBs4fz6p1BvC3N5V9g,1,1,1.0,0.0,1.0,1,23.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-8kuHovexs-JUVjKz7kV8Q,1,1,1.0,0.0,1.0,1,28.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-8tkhsUl4wC63g1Y4dAA6A,1,1,1.0,1.0,0.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-9Afb-UmZcxpTFLh5AMi6Q,29,12,2.4166666666666665,0.7931034482758621,0.6551724137931034,7,22.13793103448276,1.0,0.0369783274263982,0,0.0,0.3448275862068966,44146.04104074824,0
UC-9LoXSiOFC8wnP6x3q7l7A,1,1,1.0,4.0,0.0,1,6.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-9M3PF36aPSkscclfT53fA,4,3,1.3333333333333333,1.25,0.5,2,65.0,1.0,0.0040750976816528,0,0.0,0.0,44878.68007194508,0
UC-A47ydNeRsUSxqgJEQEqqw,3,2,1.5,3.6666666666666665,0.0,2,8.333333333333334,0.6666666666666666,0.3333333333333334,0,0.0,0.3333333333333333,45425.246730205,0
UC-A8iCnrFrwBPqhG9HIvslw,3,3,1.0,1.6666666666666667,0.6666666666666666,1,15.666666666666666,1.0,0.0064300962261487,0,0.0,0.0,99975.7064716224,0
UC-ABsUhvj-etpnrPWxNNvyA,1,1,1.0,0.0,1.0,1,57.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-AYIpuUkoyg-SyJQOQKOhg,1,1,1.0,1.0,0.0,1,13.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-Ad3ZXnoVc-R9MQ_dsKINA,1,1,1.0,1.0,0.0,1,8.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-AgyNNUKh7Jw7SpgXRGcHA,1,1,1.0,0.0,1.0,1,12.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-AlsM3khpMWMdymdB95XQw,2,1,2.0,0.5,0.5,2,8.5,1.0,0.0365880643973495,0,0.0,0.0,0.0,0
UC-B1woVjP6XExQATbzAzcCw,9,1,9.0,0.8888888888888888,0.2222222222222222,8,24.666666666666668,0.8888888888888888,0.0675866981343675,0,0.0,0.0,171.14107589104043,1
UC-BArUxBtvPUUxQ3tRMsz9A,1,1,1.0,1.0,0.0,1,19.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-BOttbFwBcQTm_1PnoHMLg,1,1,1.0,0.0,1.0,1,17.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-BXhy2iM_pP9K_6z5YB9sA,1,1,1.0,0.0,1.0,1,153.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-Bhg7Y6n3bwgznX89E_39g,1,1,1.0,0.0,1.0,1,24.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-C-F3Z5bwo58h9UdLvDTrQ,1,1,1.0,0.0,1.0,1,18.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-CL-jrH9ViW5Vd5lZNQKyg,1,1,1.0,1.0,0.0,1,4.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-CYQdcwm6DUPxvHihNmM0g,1,1,1.0,15.0,0.0,1,35.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-Ck4GfapkDrUUS9qJUevvQ,1,1,1.0,0.0,1.0,1,10.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-CtSQ8bi8Ffg7FKUkLKwvA,2,2,1.0,0.5,0.5,2,50.0,1.0,0.1141353182017751,0,0.0,0.0,0.0,0
UC-CxEI2uOPVNEOOs0eE6p5w,1,1,1.0,0.0,1.0,1,63.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-CywOzmfwrjfrVbBveSkqw,2,1,2.0,0.5,0.5,2,16.5,1.0,0.0163674863291077,0,0.0,0.0,0.0,0
UC-D979ZADGNaBAKOLMZqqfg,1,1,1.0,8.0,0.0,1,10.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-DZ8hCgJ_jlSOC6tdxIhYg,1,1,1.0,5.0,0.0,1,22.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-DdZVsXO7HBV7A2o_Xv2XA,1,0,0.0,1.0,0.0,1,33.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-E8WnJmEX7reKeTYpi3-XA,1,1,1.0,0.0,1.0,1,6.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-E8mv7tWnKbI4tCau_awZA,1,1,1.0,3.0,0.0,1,34.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-E9QMTn4qmWmM-wH7VcGdQ,3,1,3.0,0.0,1.0,3,22.33333333333333,1.0,0.1230605897443354,0,0.0,0.0,8.48528137423857,0
UC-EHPuk82NNeWtWbtqHWHGg,1,1,1.0,1.0,0.0,1,14.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-ET7CwmMCddUbxVBHWj__A,1,1,1.0,0.0,1.0,1,158.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-EcC6vjt2-7pBP1aYuocxA,1,1,1.0,2.0,0.0,1,24.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-EdiTqUPgBjurIwl32qO6Q,1,1,1.0,0.0,1.0,1,24.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-EmUGyOFKbfA7aZ1SuQ9Zg,1,1,1.0,0.0,1.0,1,14.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-Emrz_rozMQQawq05Fsx1w,5,3,1.6666666666666667,9.2,0.6,2,65.4,1.0,0.0890770735389279,0,0.0,0.0,81974.91305271388,0
UC-EnC3IXxLJ9JAIZ3YsMz3w,4,4,1.0,10.75,0.75,1,28.5,1.0,0.2395771986780464,0,0.0,0.0,55627.3501106545,0
UC-Ep2n-JS5R2VTsV6X7czcg,2,2,1.0,2.5,0.5,1,51.5,1.0,0.1470782023570862,0,0.0,0.0,0.0,0
UC-Eqe_b_WbFuq4JrYllZPaA,1,1,1.0,0.0,1.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-EzAHfSbvM34b4m315jxdw,1,1,1.0,0.0,1.0,1,11.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-F9APK8WM60WKD0bB_Z-rQ,1,1,1.0,0.0,1.0,1,29.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-FLPkLoCmV_zaJlhNfWfwg,1,1,1.0,13.0,0.0,1,108.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-FMmKUxKbUtQoO38YAO15A,1,1,1.0,0.0,1.0,1,40.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-FNwPgA2eniPNLRFledl2g,1,1,1.0,5.0,0.0,1,116.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-FOH7czWiz04ntOv0DtKtQ,3,3,1.0,0.3333333333333333,0.6666666666666666,1,30.666666666666668,1.0,0.0249385126479813,0,0.0,0.3333333333333333,197561.39202283425,0
UC-FTcMueknLpp_HL-nMLhzw,1,1,1.0,0.0,1.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-F_ODeZd1ja8h0y-TY0dMQ,2,2,1.0,2.0,0.0,1,3.0,1.0,0.6645710209193048,0,0.0,0.0,0.0,0
UC-FkMHtkXi2Atd5I7goQfeQ,4,3,1.3333333333333333,1.25,0.5,2,64.25,1.0,0.1150329358325457,0,0.0,0.0,95456.22936368968,0
UC-Fnnwdh3v0w2awsEP2TZnw,1,1,1.0,1.0,0.0,1,22.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-G_3ozkpQeqRA2z43TqxXg,1,1,1.0,0.0,1.0,1,14.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-GoStBhWTVsSDoOV_ieahg,1,1,1.0,0.0,1.0,1,21.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-GomvGTx81Es6dVkEoaIvQ,1,1,1.0,0.0,1.0,1,3.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-HEadyBDICWcfTXqzCqu1g,1,1,1.0,0.0,1.0,1,22.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-HGVtQGbrzDm7qNZRW8RtQ,1,1,1.0,0.0,1.0,1,192.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-HLUZrZEBOI1JeiLqMwLLg,1,1,1.0,2.0,0.0,1,10.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-HQwm_AsFH1sLZFqe0-baA,1,1,1.0,0.0,1.0,1,64.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-HXAxWq9TPGaI1zdvWEQVA,1,1,1.0,2.0,0.0,1,23.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-HcsLb-RTU0wC74gYkbUJw,1,1,1.0,6.0,0.0,1,4.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-HdSo6nbg3NHkqkG5drZVg,1,1,1.0,2.0,0.0,1,11.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-He7-SYx23YiRDLfj-hurg,1,1,1.0,0.0,1.0,1,33.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-HeuVkBnu7OxSGK7Qb1pYQ,1,1,1.0,5.0,0.0,1,13.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-HhoggFu9U3vWH6C6l-o8A,1,1,1.0,1.0,0.0,1,10.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-IUx7UyiiQam3D6E7XAIdQ,1,1,1.0,6.0,0.0,1,105.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-Iid0FC60CTDA1LpS1rEWQ,1,1,1.0,0.0,1.0,1,19.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-IxbaRcAlHKiFRqMJcxKAw,1,1,1.0,0.0,1.0,1,38.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-J0uj_T-IhZQrGVkGjmxXg,4,4,1.0,0.75,0.75,1,78.5,1.0,0.1146141684868671,1,0.0,0.25,51148.18876884433,0
UC-JPq79uLGmq930ySuLcu3g,1,1,1.0,2.0,0.0,1,34.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-JSSikU6mP-2igPH9sTeoQ,1,1,1.0,1.0,0.0,1,22.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-JXaH1fvMvZyet_z5YNaUw,1,1,1.0,20.0,0.0,1,69.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-JapPY7dO-NpNvKEIzQeeQ,1,1,1.0,7.0,0.0,1,123.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-JbMmGz46gbJfNNeGs61JA,1,1,1.0,2.0,0.0,1,14.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-JguRcCSyf-fFlB51OtL7g,1,1,1.0,3.0,0.0,1,24.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-JocjUOGjeG_N8zXTtNjZQ,2,2,1.0,7.0,0.5,1,17.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-K-qZZJLy4SEdZytNV9CdQ,2,2,1.0,1.0,0.5,1,13.5,1.0,0.0412122622608691,0,0.0,0.0,0.0,0
UC-K6xkz0H2Qz18oKDZE5QiQ,1,1,1.0,0.0,1.0,1,20.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-KHSUajEt_zYEjLRRYzREQ,1,1,1.0,2.0,0.0,1,91.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-Km3Vv5UzrTFB8rUKWyljg,3,2,1.5,4.0,0.3333333333333333,1,15.0,1.0,0.0411696178794261,0,0.0,0.3333333333333333,26285.28037704753,0
UC-L7zvIFBxb5uTUvak0tiDw,1,1,1.0,0.0,1.0,1,59.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-LD53mJcidir6U3oTOvr-A,2,2,1.0,3.0,0.0,1,7.5,1.0,0.0375853783499907,0,0.0,0.5,0.0,0
UC-LDaa_lsorBvNwJxmRB6Lg,5,5,1.0,0.0,1.0,3,655.0,0.8,0.3192012904188511,0,0.0,0.0,139270.6912682397,0
UC-LFaqSEGv0_QM9sb4cI7Ww,1,1,1.0,1.0,0.0,1,11.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-LGBo3ZTEkIba-6Kp-ziCQ,2,2,1.0,1.5,0.0,1,35.5,1.0,0.0905786388949366,0,0.0,0.0,0.0,0
UC-M00wCcFIt3qSb8Kc-1KQA,1,1,1.0,11.0,0.0,1,17.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-M4ctupLtug4ugonGnGNZg,1,1,1.0,2.0,0.0,1,26.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-M5M749CghgAsS4hFYgFhw,1,1,1.0,1.0,0.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-MM4IjXneuxHnEMJ5fC9GQ,1,1,1.0,0.0,1.0,1,18.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-MMtZba1_YVrTMBS1LTVig,1,1,1.0,0.0,1.0,1,20.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-MNDcJWNqYrtIzbW2fQo7w,1,1,1.0,10.0,0.0,1,92.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-MOkauw7C8fb6nZtXZKSIg,1,1,1.0,4.0,0.0,1,23.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-MP9q92bBS28qmb_0fRJTg,1,1,1.0,0.0,1.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-MYgzz_-npN6Br4Y5j7RWw,1,1,1.0,0.0,1.0,1,20.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-Mn2l_u5VMdNGnKloys8qQ,1,1,1.0,4.0,0.0,1,5.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-Mrb2pe6F05lOxN12xh_mg,1,1,1.0,0.0,1.0,1,34.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-MusT_KWsQgIQq36ZrDcxg,1,1,1.0,0.0,1.0,1,19.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-Mzk_W_FqCnRRImqdqQ7HA,1,1,1.0,43.0,0.0,1,9.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-N0-_il867wZBfwb79BIvg,1,0,0.0,0.0,1.0,1,36.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-N2qi-f0RjRzfFDVUDpVLA,1,1,1.0,0.0,1.0,1,14.0,1.0,0.0,0,0.0,1.0,0.0,0
UC-N747I3YafxgqEj_vYl4iA,2,2,1.0,0.5,0.5,1,18.5,1.0,0.043000448045758,1,0.0,0.0,0.0,0
UC-NFTRp4TizjC-Kv1oLZ_2g,1,1,1.0,0.0,1.0,1,2.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-NJEo99ruUiOrB5JprNPCA,1,1,1.0,0.0,1.0,1,56.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-NQm4OKXXiLgvZFAuGuZ9w,1,1,1.0,0.0,1.0,1,17.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-N_lgECidn2ZPahOSZ5x0A,1,1,1.0,0.0,1.0,1,29.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-Nc_B96SUA2kSdxwzmSLlA,1,1,1.0,3.0,0.0,1,38.0,1.0,0.0,0,0.0,0.0,0.0,0
UC-NqB_Uh52FK12nOBClrx1w,1,1,1.0,12.0,0.0,1,34.0,1.0,0.0,0,0.0,1.0,0.0,0
